ID,Recap,Trap,SVL,VTL,Regen,Weight,Sex,Year,projected_SVL,Toes
382,False,['PR53'],29,36,0.0,0.48,N,2020,39,[]
383,False,['R31'],73,39,29.0,6.62,F,2020,100,[]
384,False,['R79'],69,75,1.0,6.88,M,2020,100,[]
385,False,"['near', 'B1']",45,50,1.0,2.27,nan,2020,55,[]
386,False,['R12'],61,40,29.0,4.9,M,2020,100,"['LF1', 'LF2', 'LF3', 'LF4', 'RF2', 'RF3', 'RF4', 'LR2', 'LR3', 'LR4', 'LR5', 'RR1', 'RR3']"
387,False,['W2'],56,72,0.1,3.39,nan,2020,66,[]
388,True,['R16'],64,61,12.0,5.78,M,2020,100,[]
389,False,['R34'],51,66,0.0,2.36,nan,2020,61,"['RR3', 'RR4']"
390,False,['R7'],56,62,7.0,3.67,nan,2020,66,[]
391,True,['B2'],65,32,2.0,6.76,F,2020,100,"['RF2', 'RF3', 'RF4', 'RR3']"
392,False,['R77'],70,37,29.0,6.13,M,2020,100,['RF4']
393,True,['R88'],70,74,34.0,7.69,M,2020,100,[]
394,False,['W26'],60,24,0.0,4.0,nan,2020,100,"['LR2', 'LR3', 'LR4', 'LR5', 'RR2', 'RR3', 'RR4']"
395,False,['W14'],54,26,8.0,3.33,nan,2020,64,[]
396,False,['PR20'],67,72,4.0,6.46,M,2020,100,[]
397,False,['R97'],65,71,1.0,5.83,nan,2020,100,[]
398,False,['R92'],69,89,0.0,6.76,M,2020,100,[]
399,False,['R90'],64,66,1.0,4.65,M,2020,100,[]
400,False,"['R35', 'log']",44,58,0.0,1.83,J,2020,54,[]
401,False,['R31'],68,72,1.0,5.33,M,2020,100,[]
402,False,['PR19'],63,10,0.0,4.4,F,2020,100,['LR2']
403,False,['R26'],73,74,2.0,7.56,F,2020,100,[]
404,False,['PR65'],69,75,0.0,6.1,F,2020,100,"['LF1', 'LF2', 'LF3', 'LF4', 'LF5', 'RF1', 'RF2', 'RF3', 'RF4', 'LR2', 'LR3', 'LR4', 'RR2', 'RR3', 'RR4']"
405,False,['R14'],52,69,0.1,2.76,J,2020,62,['RF1']
406,False,['R15'],60,54,25.0,3.96,nan,2020,100,[]
407,False,['PR53'],77,69,2.0,9.61,F,2020,100,"['LF1', 'LF2', 'LF3', 'RF1', 'RF2', 'RF3', 'RF4', 'RF5', 'LR4', 'RR3', 'RR4']"
408,False,['R98'],56,66,2.0,3.16,M,2020,66,[]
409,False,['R12'],74,68,16.0,6.71,F,2020,100,"['LF2', 'LF4', 'LF5', 'RF1', 'RF2', 'RF3', 'RF4', 'RF5', 'LR2', 'LR3', 'LR5', 'RR4']"
410,False,"['R3', 'W5', 'R69?']",64,61,2.0,5.44,F,2020,100,[]
411,True,['PR8'],68,80,0.0,6.09,F,2020,100,[]
412,False,['PR9'],69,73,2.0,7.55,F,2020,100,[]
413,False,['PR7'],64,77,0.1,5.69,F,2020,100,[]
414,False,['R76'],72,72,4.0,8.14,F,2020,100,[]
415,False,['R74'],47,60,0.0,2.56,N,2020,57,[]
416,True,"['R4', 'W17', 'W19']",62,74,0.0,4.54,nan,2020,100,[]
417,False,['PR5'],70,72,12.0,8.89,F,2020,100,"['LF2', 'LF4', 'RF3', 'LR2', 'LR3', 'LR4', 'LR5', 'RR3', 'RR4', 'RR5']"
418,False,['R69'],44,37,0.0,1.4,N,2020,54,[]
419,False,['R71'],73,59,21.0,8.61,F,2020,100,"['LF4', 'RF3', 'RF4', 'RR4']"
420,False,"['R72', 'PR3']",64,75,0.1,5.58,M,2020,100,"['LF4', 'LR4', 'RR2']"
421,False,['R98'],46,59,0.0,1.83,N,2020,56,"['RF1', 'RF2', 'RF3', 'RF4']"
422,False,['R95'],46,63,0.0,1.98,N,2020,56,"['RF3', 'LR1', 'LR3', 'RR5']"
423,False,['R90'],65,36,25.0,5.14,M,2020,100,[]
424,False,['R88'],63,62,2.0,4.92,M,2020,100,[]
425,False,['R83'],55,62,0.0,3.21,nan,2020,65,[]
426,True,"['R82', 'R81']",57,70,0.0,4.01,nan,2020,67,[]
427,False,['R34'],41,54,0.0,1.47,N,2020,51,[]
428,False,['PR79'],64,58,1.0,5.27,M,2020,100,"['RR3', 'RR4']"
429,False,['PR77'],71,82,11.0,7.51,M,2020,100,"['LF4', 'LF5', 'RF1', 'RF2', 'RF3', 'RF4', 'RF5']"
430,False,"['B4', 'B3']",55,70,1.0,3.96,nan,2020,65,[]
431,False,['R14'],71,46,37.0,6.94,M,2020,100,"['LF2', 'LF3', 'LR4']"
432,False,['R77'],45,55,0.1,1.73,N,2020,55,[]
433,False,"['W9', 'W18', 'W10', 'R6']",62,72,0.1,4.86,M,2020,100,[]
434,False,['R77'],73,81,5.0,8.25,M,2020,100,['LR3']
435,False,"['PR15', 'W11']",45,17,0.0,1.36,N,2020,55,[]
436,False,['R96'],65,69,7.0,5.18,nan,2020,100,"['LF2', 'LR4', 'LR5']"
437,False,['R30'],59,61,7.0,3.59,nan,2020,69,[]
438,False,['R29'],67,80,8.0,5.94,M,2020,100,[]
439,False,['R28'],57,36,13.0,3.38,nan,2020,67,"['LF1', 'LF2', 'LF3', 'LF4', 'LF5', 'LR4']"
440,False,['R16'],60,41,0.0,4.6,F,2020,100,"['LF2', 'LF3', 'LR1', 'LR4', 'LR5', 'RR3', 'RR4']"
441,False,['B3'],67,66,1.0,6.29,F,2020,100,[]
442,False,['B2'],67,47,13.0,7.11,F,2020,100,[]
443,False,['B2'],65,56,37.0,5.57,M,2020,100,[]
444,False,['R7'],72,88,0.0,7.79,F,2020,100,[]
445,False,['R7'],71,81,0.1,6.31,M,2020,100,[]
446,False,['W3'],68,74,1.0,5.37,M,2020,100,['LF1']
447,False,"['W1', 'W26', 'R1']",70,81,6.0,6.89,M,2020,100,['RF1']
448,False,['R9'],39,49,0.0,1.03,N,2020,49,[]
449,False,"['R12', 'PR23', 'R13']",62,65,17.0,6.55,M,2020,100,[]
450,False,['PR3'],79,61,28.0,11.32,F,2020,100,[]
451,False,['PR11'],45,63,0.0,1.72,N,2020,55,[]
452,False,"['PR12', 'W2']",72,47,12.0,7.09,F,2020,100,"['LR1', 'LR4']"
453,False,['R79'],74,54,28.0,7.88,M,2020,100,"['LF3', 'LR2', 'LR5', 'RR2', 'RR4']"
454,False,['R79'],75,47,21.0,8.71,F,2020,100,[]
455,False,['R78'],47,59,1.0,1.96,N,2020,57,[]
456,False,['R82'],55,74,0.0,4.02,nan,2020,65,[]
457,False,['R85'],40,58,0.0,1.51,N,2020,50,"['LF5', 'RF3', 'LR2', 'RR4']"
458,False,['W23'],49,65,1.0,2.43,J,2020,59,[]
459,False,"['W12', 'R7']",60,30,16.0,4.01,M,2020,100,['LF2']
460,False,['R67'],53,68,5.0,2.56,nan,2020,63,[]
461,False,"['R71', 'PR1']",66,40,23.0,5.24,M,2020,100,"['RF4', 'LR3', 'RR2']"
462,False,"['W4', 'PR13']",47,65,0.5,2.41,N,2020,57,[]
463,False,['PR19'],60,76,1.0,4.33,F,2020,100,[]
464,False,['R74'],47,59,0.0,2.13,N,2020,57,[]
465,False,"['R3', 'W4']",48,51,4.0,2.25,N,2020,58,[]
466,False,['R88'],44,15,8.0,1.37,N,2020,54,[]
467,False,['R34'],47,63,0.0,2.15,N,2020,57,[]
468,False,['R97'],46,62,0.0,1.92,N,2020,56,[]
469,False,['R91'],62,10,0.1,4.5,nan,2020,100,[]
470,False,['R82'],65,66,0.0,5.59,M,2020,100,"['LF1', 'LF2', 'LR3', 'LR4']"
471,False,['B2'],65,49,13.0,6.58,F,2020,100,[]
472,False,['R11'],60,73,0.0,4.7,F,2020,100,"['RR2', 'RR3', 'RR4', 'RR5']"
473,False,['R4'],70,26,0.0,5.49,M,2020,100,[]
474,False,['R76'],64,67,1.0,6.32,F,2020,100,[]
475,False,['R73'],40,28,10.0,1.13,N,2020,50,[]
476,False,['R15'],68,81,0.0,6.92,F,2020,100,[]
477,False,['R88'],43,60,0.0,1.38,N,2020,53,[]
478,False,['B3'],70,50,3.0,7.09,F,2020,100,[]
479,False,['B3'],67,28,19.0,5.25,M,2020,100,[]
480,False,['R70'],45,46,5.0,1.77,N,2020,55,"['LF2', 'LF3', 'LF4']"
481,False,['R76'],66,88,3.0,5.9,M,2020,100,[]
482,False,['R95'],73,77,4.0,9.0,F,2020,100,"['LR3', 'LR4', 'LR5', 'RR2', 'RR3', 'RR4']"
483,False,['R88'],60,58,27.0,4.71,M,2020,100,[]
484,False,['B1'],43,56,0.0,1.53,N,2020,53,"['RF3', 'RF4']"
485,False,['PR18'],39,48,0.0,1.02,N,2020,49,['RR3']
486,False,['R99'],69,50,33.0,7.56,F,2020,100,[]
